Date,Close,Position
2016-01-04,47.98345947265625,0
2016-01-05,48.20235443115234,0
2016-01-06,47.32674407958984,0
2016-01-07,45.68059921264648,0
2016-01-08,45.82070541381836,0
2016-01-11,45.79443359375,0
2016-01-12,46.21472930908203,0
2016-01-13,45.21653366088867,0
2016-01-14,46.5036735534668,0
2016-01-15,44.64738464355469,0
2016-01-19,44.27087020874024,0
2016-01-20,44.47225189208984,0
2016-01-21,44.20082473754883,0
2016-01-22,45.785682678222656,0
2016-01-25,45.347877502441406,0
2016-01-26,45.68059921264648,0
2016-01-27,44.84877395629883,0
2016-01-28,45.58428192138672,0
2016-01-29,48.237396240234375,0
2016-02-01,47.90464782714844,0
2016-02-02,46.4073486328125,-2
2016-02-03,45.67185974121094,0
2016-02-04,45.5317497253418,0
2016-02-05,43.92062759399414,0
2016-02-08,43.263919830322266,0
2016-02-09,43.15008163452149,0
2016-02-10,43.5265998840332,0
2016-02-11,43.50910186767578,0
2016-02-12,44.21833801269531,0
2016-02-16,45.056129455566406,0
2016-02-17,46.22905731201172,0
2016-02-18,46.02620697021485,0
2016-02-19,45.69990539550781,0
2016-02-22,46.43190002441406,0
2016-02-23,45.13550567626953,0
2016-02-24,45.29423904418945,0
2016-02-25,45.94684219360352,0
2016-02-26,45.241329193115234,0
2016-02-29,44.87094879150391,0
2016-03-01,46.37016296386719,0
2016-03-02,46.69646072387695,0
2016-03-03,46.167327880859375,0
2016-03-04,45.88512420654297,0
2016-03-07,45.00322723388672,0
2016-03-08,45.55000305175781,0
2016-03-09,46.59946441650391,0
2016-03-10,45.90276336669922,0
2016-03-11,46.80229187011719,2
2016-03-14,46.89047622680664,0
2016-03-15,47.260887145996094,0
2016-03-16,47.93113327026367,0
2016-03-17,48.20450210571289,0
2016-03-18,47.17269515991211,0
2016-03-21,47.498985290527344,0
2016-03-22,47.68418502807617,0
2016-03-23,47.59600067138672,0
2016-03-24,47.80765914916992,0
2016-03-28,47.21678924560547,0
2016-03-29,48.24860000610352,0
2016-03-30,48.54844284057617,0
2016-03-31,48.70719528198242,0
2016-04-01,49.00703430175781,0
2016-04-04,48.883575439453125,0
2016-04-05,48.116310119628906,0
2016-04-06,48.61017608642578,0
2016-04-07,48.02812194824219,0
2016-04-08,47.99284744262695,0
2016-04-11,47.89585113525391,0
2016-04-12,48.1956787109375,0
2016-04-13,48.8130111694336,0
2016-04-14,48.82184982299805,0
2016-04-15,49.07759475708008,0
2016-04-18,49.79191970825195,0
2016-04-19,49.73019027709961,0
2016-04-20,49.02467346191406,0
2016-04-21,49.19223403930664,0
2016-04-22,45.66464614868164,0
2016-04-25,45.95567321777344,0
2016-04-26,45.36479949951172,0
2016-04-27,44.9238510131836,0
2016-04-28,44.00668716430664,0
2016-04-29,43.98022079467773,0
2016-05-02,44.63282775878906,0
2016-05-03,43.90084457397461,0
2016-05-04,43.98022079467773,-2
2016-05-05,44.04195022583008,0
2016-05-06,44.43880844116211,0
2016-05-09,44.1566047668457,0
2016-05-10,44.9943962097168,0
2016-05-11,45.0208740234375,0
2016-05-12,45.426536560058594,0
2016-05-13,45.04731369018555,0
2016-05-16,45.70874786376953,0
2016-05-17,44.85619735717773,0
2016-05-18,45.12262725830078,0
2016-05-19,44.68746566772461,0
2016-05-20,44.953895568847656,0
2016-05-23,44.42992782592773,0
2016-05-24,45.81531524658203,0
2016-05-25,46.285980224609375,0
2016-05-26,46.08173751831055,0
2016-05-27,46.463600158691406,0
2016-05-31,47.06746673583984,0
2016-06-01,46.93427276611328,0
2016-06-02,46.60568237304688,0
2016-06-03,45.99292755126953,0
2016-06-06,46.29486846923828,0
2016-06-07,46.268211364746094,0
2016-06-08,46.21493911743164,0
2016-06-09,45.84194564819336,0
2016-06-10,45.71762466430664,0
2016-06-13,44.527618408203125,0
2016-06-14,44.25231552124024,0
2016-06-15,44.12799453735352,0
2016-06-16,44.749629974365234,0
2016-06-17,44.51871871948242,0
2016-06-20,44.4654541015625,0
2016-06-21,45.4600830078125,0
2016-06-22,45.282470703125,0
2016-06-23,46.09949493408203,0
2016-06-24,44.25231552124024,0
2016-06-27,43.00901794433594,0
2016-06-28,43.90595245361328,0
2016-06-29,44.8828353881836,0
2016-06-30,45.44231414794922,0
2016-07-01,45.43344497680664,0
2016-07-05,45.44231414794922,0
2016-07-06,45.62881851196289,0
2016-07-07,45.62881851196289,0
2016-07-08,46.44583511352539,0
2016-07-11,46.70337677001953,0
2016-07-12,47.25397109985352,0
2016-07-13,47.5203971862793,0
2016-07-14,47.72465515136719,2
2016-07-15,47.68912506103516,0
2016-07-18,47.920021057128906,0
2016-07-19,47.14739990234375,0
2016-07-20,49.65175247192383,0
2016-07-21,49.5540657043457,0
2016-07-22,50.237884521484375,0
2016-07-25,50.37997055053711,0
2016-07-26,50.40660858154297,0
2016-07-27,49.90040588378906,0
2016-07-28,49.91817092895508,0
2016-07-29,50.33556365966797,0
2016-08-01,50.24676132202149,0
2016-08-02,50.24676132202149,0
2016-08-03,50.59309005737305,0
2016-08-04,50.966087341308594,0
2016-08-05,51.472286224365234,0
2016-08-08,51.56108474731445,0
2016-08-09,51.6854248046875,0
2016-08-10,51.525577545166016,0
2016-08-11,51.77423477172852,0
2016-08-12,51.45452499389648,0
2016-08-15,51.6143798828125,0
2016-08-16,51.32843399047852,0
2016-08-17,51.43566131591797,0
2016-08-18,51.47139358520508,0
2016-08-19,51.48927307128906,0
2016-08-22,51.533939361572266,0
2016-08-23,51.73053359985352,0
2016-08-24,51.78416442871094,0
2016-08-25,51.98075866699219,0
2016-08-26,51.85565185546875,0
2016-08-29,51.91820526123047,0
2016-08-30,51.73053359985352,0
2016-08-31,51.34629440307617,0
2016-09-01,51.46246337890625,0
2016-09-02,51.533939361572266,0
2016-09-06,51.48034286499024,0
2016-09-07,51.52501678466797,0
2016-09-08,51.31948471069336,0
2016-09-09,50.22929382324219,0
2016-09-12,50.979923248291016,0
2016-09-13,50.51524353027344,0
2016-09-14,50.27397918701172,0
2016-09-15,51.10502624511719,0
2016-09-16,51.15863800048828,0
2016-09-19,50.872684478759766,0
2016-09-20,50.76546096801758,0
2016-09-21,51.6143684387207,0
2016-09-22,51.66799545288086,0
2016-09-23,51.31948471069336,0
2016-09-26,50.84588241577149,0
2016-09-27,51.78416442871094,0
2016-09-28,51.85565185546875,0
2016-09-29,51.29267883300781,0
2016-09-30,51.47139358520508,0
2016-10-03,51.31053924560547,-2
2016-10-04,51.14971923828125,0
2016-10-05,51.50715255737305,0
2016-10-06,51.59650802612305,0
2016-10-07,51.65010452270508,0
2016-10-10,51.86458587646485,0
2016-10-11,51.10502624511719,0
2016-10-12,51.033538818359375,0
2016-10-13,50.8637580871582,0
2016-10-14,51.31053924560547,0
2016-10-17,51.131832122802734,0
2016-10-18,51.52501678466797,2
2016-10-19,51.40884399414063,0
