Date,Close,LSTM_Prediction,Position
2016-03-31,24.707202911376957,24.621489,0
2016-04-01,24.93389320373535,24.725006,-2
2016-04-04,25.190059661865234,24.839418,-2
2016-04-05,24.893091201782227,24.969217,0
2016-04-06,25.153785705566406,25.08144,0
2016-04-07,24.605194091796875,25.191996,2
2016-04-08,24.63239288330078,25.25999,2
2016-04-11,24.71400451660156,25.299227,2
2016-04-12,25.035907745361328,25.32348,2
2016-04-13,25.398616790771484,25.357233,0
2016-04-14,25.41221809387207,25.41742,0
2016-04-15,24.90215492248535,25.490774,2
2016-04-18,24.364900588989254,25.535393,2
2016-04-19,24.235685348510746,25.525782,2
2016-04-20,24.285552978515625,25.475487,2
2016-04-21,24.022600173950195,25.40671,2
2016-04-22,23.956850051879883,25.31458,2
2016-04-25,23.82083511352539,25.209972,2
2016-04-26,23.655353546142575,25.09596,2
2016-04-27,22.175046920776367,24.973171,2
2016-04-28,21.497238159179688,24.760134,2
2016-04-29,21.25014877319336,24.463112,2
2016-05-02,21.227479934692383,24.118462,2
2016-05-03,21.576583862304688,23.76555,2
2016-05-04,21.35215377807617,23.452198,2
2016-05-05,21.26548767089844,23.169273,2
2016-05-06,21.14688873291016,22.917728,2
2016-05-09,21.1628532409668,22.694168,2
2016-05-10,21.306547164916992,22.5031,2
2016-05-11,21.09900283813477,22.353184,2
2016-05-12,20.604082107543945,22.225159,2
2016-05-13,20.645132064819336,22.087852,2
2016-05-16,21.411453247070312,21.956173,2
2016-05-17,21.322511672973636,21.88424,2
2016-05-18,21.566545486450195,21.848106,2
2016-05-19,21.48443984985352,21.851372,2
2016-05-20,21.71707344055176,21.873459,2
2016-05-23,21.993040084838867,21.920118,0
2016-05-24,22.328310012817383,21.996082,-2
2016-05-25,22.720590591430664,22.106058,-2
2016-05-26,22.90077018737793,22.254324,-2
2016-05-27,22.887086868286133,22.427794,-2
2016-05-31,22.77532768249512,22.60468,-2
2016-06-01,22.456029891967773,22.765259,2
2016-06-02,22.287248611450195,22.88554,2
2016-06-03,22.33287048339844,22.962803,2
2016-06-06,22.49479484558105,23.01161,2
2016-06-07,22.58602905273437,23.050014,2
2016-06-08,22.565505981445312,23.085314,2
2016-06-09,22.727434158325195,23.115166,2
2016-06-10,22.54041290283203,23.149876,2
2016-06-13,22.200590133666992,23.17365,2
2016-06-14,22.227956771850582,23.167908,2
2016-06-15,22.154972076416016,23.146143,2
2016-06-16,22.248485565185547,23.111427,2
2016-06-17,21.742158889770508,23.076866,2
2016-06-20,21.689699172973636,23.012995,2
2016-06-21,21.87444496154785,22.931946,2
2016-06-22,21.792341232299805,22.85717,2
2016-06-23,21.917774200439453,22.785957,2
2016-06-24,21.301984786987305,22.729332,2
2016-06-27,20.991804122924805,22.646835,2
2016-06-28,21.34531593322754,22.534351,2
2016-06-29,21.53005027770996,22.432812,2
2016-06-30,21.80373954772949,22.356127,2
2016-07-01,21.869888305664062,22.316696,2
2016-07-05,21.66461563110352,22.306767,2
2016-07-06,21.787771224975582,22.302706,2
2016-07-07,21.881288528442383,22.310137,2
2016-07-08,22.05005645751953,22.329987,2
2016-07-11,22.118486404418945,22.366709,2
2016-07-12,22.21883201599121,22.415691,2
2016-07-13,22.0933837890625,22.47529,2
2016-07-14,22.531288146972656,22.52973,0
2016-07-15,22.52901077270508,22.604836,0
2016-07-18,22.76848793029785,22.687693,0
2016-07-19,22.777612686157227,22.784908,0
2016-07-20,22.79813575744629,22.88526,0
2016-07-21,22.6772575378418,22.982344,2
2016-07-22,22.501644134521484,23.063608,2
2016-07-25,22.200590133666992,23.118963,2
2016-07-26,22.047779083251957,23.136047,2
2016-07-27,23.48007202148437,23.119032,-2
2016-07-28,23.797088623046875,23.1718,-2
2016-07-29,23.76744270324707,23.28395,-2
2016-08-01,24.187105178833008,23.423359,-2
2016-08-02,23.829025268554688,23.596703,-2
2016-08-03,24.12779998779297,23.75728,-2
2016-08-04,24.2768497467041,23.918335,-2
2016-08-05,24.64603805541992,24.078693,-2
2016-08-08,24.850120544433597,24.251442,-2
2016-08-09,24.95101547241211,24.43348,-2
2016-08-10,24.765275955200195,24.615808,-2
2016-08-11,24.749217987060547,24.774916,0
2016-08-12,24.80655288696289,24.908522,0
2016-08-15,25.10465240478516,25.02152,0
2016-08-16,25.08171844482422,25.133345,0
2016-08-17,25.045032501220703,25.235828,2
2016-08-18,25.0129337310791,25.323673,2
2016-08-19,25.077131271362305,25.39488,2
2016-08-22,24.882221221923828,25.455345,2
2016-08-23,24.960180282592773,25.493105,2
2016-08-24,24.772151947021484,25.519419,2
2016-08-25,24.66667366027832,25.525234,2
2016-08-26,24.52220916748047,25.511501,2
2016-08-29,24.494691848754883,25.477627,2
2016-08-30,24.306655883789062,25.431887,2
2016-08-31,24.32958602905273,25.370043,2
2016-09-01,24.474056243896484,25.30377,2
2016-09-02,24.703367233276367,25.24814,2
2016-09-06,24.69648551940918,25.217012,2
2016-09-07,24.847827911376957,25.202461,2
2016-09-08,24.19659423828125,25.208471,2
2016-09-09,23.64854431152344,25.185816,2
2016-09-12,24.17825126647949,25.112644,2
2016-09-13,24.75381088256836,25.0465,2
2016-09-14,25.6297664642334,25.025108,-2
2016-09-15,26.50114250183105,25.087475,-2
2016-09-16,26.35208511352539,25.251842,-2
2016-09-19,26.044811248779297,25.458725,-2
2016-09-20,26.04252243041992,25.65892,-2
2016-09-21,26.037940979003903,25.841944,-2
2016-09-22,26.28329467773437,26.002375,-2
2016-09-23,25.845319747924805,26.154068,2
2016-09-26,25.88429450988769,26.263103,2
2016-09-27,25.93244743347168,26.341436,2
2016-09-28,26.129657745361328,26.398981,2
2016-09-29,25.723787307739254,26.452513,2
2016-09-30,25.923280715942383,26.474613,2
2016-10-03,25.80175018310547,26.48859,2
2016-10-04,25.911815643310547,26.489069,2
2016-10-05,25.923280715942383,26.488173,2
2016-10-06,26.11590003967285,26.487217,2
2016-10-07,26.154882431030277,26.498394,2
2016-10-10,26.611204147338867,26.518728,0
2016-10-11,26.668535232543945,26.572052,0
2016-10-12,26.907012939453125,26.645727,-2
2016-10-13,26.824466705322266,26.7421,0
2016-10-14,26.97351837158203,26.840933,0
2016-10-17,26.955171585083008,26.944271,0
2016-10-18,26.936824798583984,27.04254,0
2016-10-19,26.856565475463867,27.13021,2
2016-10-20,26.842803955078125,27.200682,2
2016-10-21,26.73732185363769,27.255219,2
2016-10-24,26.97809600830078,27.28985,2
2016-10-25,27.115684509277344,27.325245,2
2016-10-26,26.505720138549805,27.367498,2
2016-10-27,26.251195907592773,27.372784,2
2016-10-28,26.07692146301269,27.339071,2
2016-10-31,26.035642623901367,27.272734,2
2016-11-01,25.56555938720703,27.188147,2
2016-11-02,25.588491439819336,27.06828,2
2016-11-03,25.314212799072266,26.936024,2
2016-11-04,25.08603286743164,26.787498,2
2016-11-07,25.44790267944336,26.624262,2
2016-11-08,25.59770774841309,26.485327,2
2016-11-09,25.556228637695312,26.379662,2
2016-11-10,24.84402847290039,26.298552,2
2016-11-11,24.99153709411621,26.19291,2
2016-11-14,24.36460876464844,26.088324,2
2016-11-15,24.687292098999023,25.951778,2
2016-11-16,25.351093292236328,25.824743,2
2016-11-17,25.341869354248047,25.753454,2
2016-11-18,25.36722755432129,25.720318,2
2016-11-21,25.752138137817383,25.714231,0
2016-11-22,25.768272399902344,25.74925,0
2016-11-23,25.636898040771484,25.808203,2
2016-11-25,25.765968322753903,25.869728,0
2016-11-28,25.71526336669922,25.93695,2
2016-11-29,25.68990707397461,26.000153,2
2016-11-30,25.47324752807617,26.05522,2
2016-12-01,25.235849380493164,26.08814,2
2016-12-02,25.330347061157227,26.090462,2
2016-12-05,25.14826774597168,26.079857,2
2016-12-06,25.341869354248047,26.050602,2
2016-12-07,25.590795516967773,26.023994,2
2016-12-08,25.842021942138672,26.016376,2
2016-12-09,26.26381492614746,26.036669,-2
2016-12-12,26.11400032043457,26.09924,0
2016-12-13,26.549619674682617,26.174225,-2
2016-12-14,26.549619674682617,26.279331,-2
2016-12-15,26.69482040405273,26.396107,-2
2016-12-16,26.729393005371094,26.521605,-2
